"","taxa","count"
"8849","Paramacrolobium",2
"8866","Parkinsonia-type",2
"8871","Parnassia/Nuphar",2
"8880","Paronychia/Herniaria-type",2
"8888","Parthenocissus cf.",2
"8905","Paullinia (type II)",2
"8916","Pavetta-type",2
"8917","Pavetta-type abyssinica",2
"8936","Pediastrum boryanum var. divergens",2
"8966","Pedicularis capitata",2
"8978","Pedicularis sylvatica-type",2
"8986","Peixotoa-type",2
"9029","Perfotricolpites aff. P. digitatus",2
"9039","Peristrophe cf. P. bicalyculata",2
"9073","Petasites hybridus-type",2
"9096","Phacotus lenticularis",2
"9100","Phaleria",2
"9103","Phaulopsis",2
"9105","Phaulopsis-type (P. imbricata)",2
"9109","Phegopteris",2
"9113","Phellodendron amurense",2
"9116","Philesia magellanica",2
"9130","Phlegmariurus squarrosus",2
"9148","Phoenix-type",2
"9158","Phyla nodiflora",2
"9168","Phyllanthus maderaspatensis",2
"9175","Phyllanthus sp.",2
"9184","Phyllanthus-type (P. reticularus)",2
"9190","Phyllanthus-type muellerianus",2
"9205","Phyteuma spicatum",2
"9273","Pinaceae cf. Cathaya",2
"9274","Pinaceae indet.",2
"9279","Pinguicula cf. P. villosa",2
"9280","Pinguicula cf. P. vulgaris",2
"9284","Pinnularia cardinalis",2
"9297","Pinus (Tertiary)",2
"9351","Pinus protocembra",2
"9393","Piptadenia-type",2
"9418","Pittosporum phillyreoides",2
"9433","Plantae (type 782, HdV)",2
"9489","Plantago maritima-type sensu stricto",2
"9513","Plantago tasmanica",2
"9519","Plantago/Thalictrum",2
"9527","Platydesma",2
"9543","Plenckia populnea",2
"9559","Pleuroxus",2
"9566","Plukenetia",2
"9572","Plumbago zeylanica",2
"9621","Poaceae (Cerealia) cf. Avena",2
"9659","Poales (type 825, HdV)",2
"9703","Polemoniaceae aff. Gilia",2
"9711","Polemonium/Gilia",2
"9717","Polyadopollenites mariae",2
"9726","Polycarpon tetraphyllum",2
"9728","Polychaeta",2
"9757","Polygonatum-type",2
"9777","Polygonum fimbriatum/P. dentoceras",2
"9781","Polygonum oxyspermum subsp. raii",2
"9786","Polygonum sawatchense",2
"9824","Polypodiales (monolete, type A)",2
"9836","Polypodiophyta (clavate)",2
"9870","Polypodiophyta (trilete, crusted thick exine, 30 µm)",2
"9885","Polypodiophyta (trilete, Mauritius type 56, de Boer)",2
"9887","Polypodiophyta (trilete, microreticulate)",2
"9905","Polypodiophyta (trilete, verrucate, exospore, >50 µm)",2
"9906","Polypodiophyta (trilete, verrucate, large)",2
"9909","Polypodiophyta (trilete, zonate)",2
"9913","Polypodiophyta (type 156)",2
"9918","Polypodiophyta indet.",2
"9956","Pomaderris andromedifolia",2
"9987","Portulaca oleracea",2
"9997","Posoqueria",2
"9998","Posoqueria latifolia",2
"10003","Potamogeton lucens",2
"10030","Potentilla recta-type",2
"10059","Prestonia-type",2
"10061","Primula algida",2
"10065","Primula elatior-type",2
"10092","Prosopis-type africana",2
"10099","Proteaceae (type 1)",2
"10107","Proteaceae cf. Persoonia",2
"10121","Protoperidinioideae",2
"10122","Protoperidinium stellatum (cyst)",2
"10124","Proxapertites aff. P. tertiaria",2
"10164","Prunus/Rosa",2
"10166","Psammogeton-type",2
"10167","Psephellus dealbatus-type",2
"10173","Pseudocedrela kotschyi",2
"10223","Psilastephanoporites sp.",2
"10227","Psilatricolpites sp.",2
"10240","Psilatriporites sp.",2
"10241","Psilotrichum elliotii-type",2
"10257","Psychotria uliginosa-type",2
"10267","Psydrax-type (P. subcordata)",2
"10301","Pteridophyta (trilete, foveolate)",2
"10349","Pterospermella",2
"10351","Pterospermopsidaceae",2
"10358","Pulmonaria obscura",2
"10362","Pulmonaria-type cf. Anchusa arvensis",2
"10384","Pyrola-type",2
"10388","Pyrus/Malus",2
"10393","Qualea",2
"10467","Quinquecuspis concreta",2
"10477","Randia sp.",2
"10486","Ranunculaceae cf. Aconitum",2
"10561","Rapanea-type",2
"10593","Retipollenites crotonicolumellatus",2
"10595","Retistephanocolporites aff. R. fossulatus",2
"10601","Retitrescolpites magnus",2
"10605","Retitricolpites aff. R. simplex",2
"10614","Retitriporites dubiosus",2
"10623","Rhabdocoela undiff.",2
"10634","Rhamnidium",2
"10635","Rhamnidium (type 1)",2
"10638","Rhamnus (type 1)",2
"10644","Rhamnus cathartica/R. alaternus-type",2
"10698","Rhus coriaria",2
"10702","Rhus group",2
"10714","Rhus/Toxicodendron cf. T. vernix",2
"10718","Rhynchosia-type malacophylla",2
"10734","Ribes nigrum",2
"10748","Richardia",2
"10752","Richeria",2
"10770","Roemeria hybrida",2
"10781","Rosa cf. R. canina",2
"10794","Rosaceae cf. Adenostoma",2
"10796","Rosaceae cf. Filipendula",2
"10830","Rubiaceae (pentacolpate)",2
"10831","Rubiaceae (tetrad)",2
"10841","Rubiaceae aff. Alibertia",2
"10860","Rubiaceae-type (Mauritius type 70, de Boer)",2
"10868","Rubus cf. R. arcticus",2
"10873","Rubus chamaemorus-type",2
"10893","Rugutriletes regularis",2
"10924","Rumex conglomeratus group",2
"10930","Rumex densiflorus",2
"10941","Rumex palustris",2
"10977","Rutaceae cf. Eriostemon",2
"10993","Sabicea-type (S. africana)",2
"10998","Saccoloma-type",2
"11003","Sagina caespitosa",2
"11004","Sagina cf. S. nodosa",2
"11022","Salicaceae cf. Casearia",2
"11024","Salicaceae cf. Neoptychocarpus",2
"11027","Salicornia europaea",2
"11033","Salix cf. S. chevalieri",2
"11041","Salix humboldtiana",2
"11093","Samolus valerandi-type",2
"11096","Sanguinaria",2
"11097","Sanguinaria canadensis",2
"11121","Sapindaceae (type 1)",2
"11131","Sapium (type 2)",2
"11148","Sarcobataceae",2
"11151","Sarcocapnos",2
"11154","Sarcopoterium spinosum",2
"11165","Saururaceae",2
"11191","Saxifraga exarata-type",2
"11204","Saxifraga oppositifolia/S. aizoides",2
"11229","Scabramonocolpites sp.",2
"11237","Scandix",2
"11245","Scenedesmus ecornis",2
"11290","Schoutenia",2
"11293","Schultesia",2
"11304","Scleranthus cf. S. annuus",2
"11344","Scrophulariaceae/Solanaceae",2
"11360","Sebaea brachyphylla-type",2
"11375","Securigera varia",2
"11397","Selaginella anceps-type",2
"11398","Selaginella apoda",2
"11404","Selaginella cf. S. selaginoides",2
"11423","Selaginella sellowii-type",2
"11425","Selaginella sibirica-type",2
"11444","Selinum",2
"11459","Senna (type 1)",2
"11467","Senna-type",2
"11494","Sesbania-type sesban",2
"11508","Sherbournia bignoniiflora-type",2
"11513","Shorea-type",2
"11538","Sigmopollis",2
"11543","Silene acaulis-type",2
"11547","Silene conica",2
"11559","Silene suecica-type",2
"11563","Silene viscaria",2
"11580","Silybum-type",2
"11596","Siphocampylus",2
"11612","Sloanea (type 2)",2
"11618","Smilax aspera",2
"11646","Solanum cf. S. nigrum",2
"11679","Sonneratia ovata",2
"11693","Sorbus torminalis",2
"11709","Sorindeia-type madagascariensis",2
"11717","Sparganium (degraded)",2
"11734","Spartium junceum",2
"11750","Spermacoce assurgens",2
"11769","Spermatophyta (colpate, type 4)",2
"11772","Spermatophyta (colporate, type 1)",2
"11776","Spermatophyta (colporate, type 13)",2
"11777","Spermatophyta (colporate, type 15)",2
"11783","Spermatophyta (colporate, type 7)",2
"11785","Spermatophyta (inaperturate, type 1)",2
"11788","Spermatophyta (Mauritius type 100, de Boer)",2
"11791","Spermatophyta (Mauritius type 175, de Boer)",2
"11796","Spermatophyta (Mauritius type 43, de Boer)",2
"11804","Spermatophyta (porate, type 4)",2
"11808","Spermatophyta (porate, type 8)",2
"11817","Spermatophyta indet. (type 1)",2
"11834","Spermatophyta indet. (type 57)",2
"11838","Spermatophyta indet. (type 75)",2
"11839","Spermatophyta indet. (type 76)",2
"11876","Sphenoclea",2
"11888","Spiniferites bulloideus",2
"11899","Spinizonocolpites sp.",2
"11902","Spiraeopsis",2
"11910","Spirogyra cf. S. scrobiculata (type 342, HdV)",2
"11927","Spondias (type 40)",2
"11935","Spongia",2
"11955","Stachys/Lamium",2
"11971","Stellaria alsine-type",2
"11974","Stellaria cf. S. media",2
"11975","Stellaria cf. S. nemorum",2
"11989","Stemodia serrata",2
"11999","Stephania-type",2
"12011","Sticherus",2
"12018","Streblus",2
"12034","Strombosia scheffleri-type",2
"12036","Strombosia-type scheffleri",2
"12037","Strongylostoma sp.",2
"12050","Stuckenia pectinata",2
"12067","Suaeda calceoliformis",2
"12068","Suaeda maritima",2
"12069","Suaeda monoica",2
"12079","Succisella",2
"12083","Swertia lastii-type",2
"12127","Symplocos coriacea-type",2
"12135","Syncolostemon bracteosus",2
"12136","Syncolostemon bracteosus-type",2
"12137","Syngonium",2
"12142","Syringa-type",2
"12159","Tacazzea-type (T. apiculata)",2
"12180","Tanaecium",2
"12234","Telopea-type",2
"12238","Tephrosia-type uniflora",2
"12265","Tetracolporopollenites maculosus",2
"12315","Thamnosma montana",2
"12316","Thapsia maxima-type",2
"12317","Thaxteriella pezizula",2
"12333","Thelypteris truncata",2
"12337","Thesium-type",2
"12340","Thomandersia hensii",2
"12381","Tiliacora funifera-type",2
"12404","Tococa",2
"12432","Tournefortia bicolor-type",2
"12435","Tournefortia-type",2
"12455","Trachyspermum-type",2
"12456","Tradescantia",2
"12461","Tragopogon-type",2
"12487","Trianthema",2
"12501","Trichocerca",2
"12511","Trichocladus-type",2
"12518","Trichodesma-type",2
"12520","Trichoglossum cf. T. hirsutum",2
"12542","Tricolpopollenites pudicus",2
"12587","Trifolium spadiceum",2
"12590","Trifolium striatum-type",2
"12614","Triletes (lisses)",2
"12622","Trillium",2
"12624","Trinia",2
"12627","Triodanis",2
"12634","Tripolium pannonicum subsp. tripolium-type",2
"12636","Triposporium elegans (TM-M1)",2
"12641","Tristellateia australasiae",2
"12655","Trochodendron",2
"12662","Trophis-type",2
"12755","Ulmus (corroded)",2
"12786","Unknown (Ascospore type A)",2
"12790","Unknown (ball, yellowl)",2
"12796","Unknown (C3P3 reticulate T.mau-311)",2
"12801","Unknown (C3P3 reticulate T.mau-342)",2
"12802","Unknown (C3P3 striate T.mau-327)",2
"12803","Unknown (C3P3 striate T.mau-339)",2
"12820","Unknown (cf. type 493, HdV)",2
"12821","Unknown (cf. type 86, Hdv)",2
"12822","Unknown (Chenops)",2
"12827","Unknown (D1-L1-11)",2
"12832","Unknown (diporate, reticulate)",2
"12883","Unknown (monolete, spines, not smooth)",2
"12887","Unknown (monolete, type 3)",2
"12894","Unknown (monolete, verrucate, 35 µm)",2
"12901","Unknown (monoporate, large pore, psilate, thick wall, 21 µm)",2
"12909","Unknown (P3c 2)",2
"12915","Unknown (perprolate, scabrate)",2
"12922","Unknown (PU)",2
"12924","Unknown (R3cp 8)",2
"12928","Unknown (round pores)",2
"12930","Unknown (small)",2
"12945","Unknown (tetrad, triporate)",2
"12959","Unknown (trilete, clavate)",2
"12965","Unknown (trilete, granulate)",2
"12971","Unknown (trilete, psilate, perforate)",2
"12984","Unknown (trilete, verrucate, small)",2
"12990","Unknown (triporate, very fine reticulate, thick wall, 18 µm)",2
"12993","Unknown (type 01, González-Carranza)",2
"12997","Unknown (type 1, trilete, psilate)",2
"13004","Unknown (type 103)",2
"13009","Unknown (type 108)",2
"13016","Unknown (type 115)",2
"13018","Unknown (type 117)",2
"13027","Unknown (type 124)",2
"13033","Unknown (type 129)",2
"13036","Unknown (type 131)",2
"13037","Unknown (type 132)",2
"13046","Unknown (type 140)",2
"13050","Unknown (type 141)",2
"13051","Unknown (type 142)",2
"13064","Unknown (type 152)",2
"13079","Unknown (type 166)",2
"13080","Unknown (type 166B, HdV)",2
"13087","Unknown (type 172)",2
"13090","Unknown (type 175)",2
"13094","Unknown (type 179)",2
"13100","Unknown (type 182)",2
"13106","Unknown (type 186)",2
"13108","Unknown (type 188)",2
"13111","Unknown (type 190)",2
"13114","Unknown (type 193)",2
"13115","Unknown (type 194)",2
"13120","Unknown (type 199)",2
"13152","Unknown (type 233, HdV)",2
"13153","Unknown (type 234)",2
"13158","Unknown (type 249)",2
"13161","Unknown (type 254)",2
"13164","Unknown (type 257)",2
"13186","Unknown (type 33)",2
"13200","Unknown (type 41)",2
"13237","unknown (type 61)",2
"13239","Unknown (type 62)",2
"13246","Unknown (type 68)",2
"13253","Unknown (type 70)",2
"13259","Unknown (type 724, HdV)",2
"13261","Unknown (type 728, HdV)",2
"13268","Unknown (type 8, trilete)",2
"13270","Unknown (type 80)",2
"13273","Unknown (type 84)",2
"13278","Unknown (type 89)",2
"13282","Unknown (type 91)",2
"13303","Unknown (type EMA-21)",2
"13304","Unknown (type EMA-28)",2
"13309","Unknown (type HdV-307B)",2
"13313","Unknown (type j, trilete)",2
"13317","Unknown (type M)",2
"13332","Unknown (type XIX)",2
"13396","Urvillea",2
"13402","Utricularia aurea",2
"13412","Vaccaria/Petrorhagia",2
"13416","Vaccinium cf V. uliginosum",2
"13424","Vaccinium sect. Oxycoccus",2
"13445","Valeriana cf. V. dioica",2
"13473","Valerianella locusta",2
"13482","Valsaria variospora-type",2
"13494","Vatovaea",2
"13496","Ventilago viminalis",2
"13520","Vernonia arborea-type",2
"13530","Veronica officinalis",2
"13533","Veronica/Reseda",2
"13535","Verrumonoporites verrucatus",2
"13571","Vicia sativa",2
"13577","Vicia-type sensu stricto",2
"13582","Vigna luteola-type",2
"13596","Viola riviniana",2
"13605","Violaceae undiff.",2
"13607","Virectaria major-type",2
"13617","Viscum album-type",2
"13618","Viscum cf. V. album",2
"13671","Wigandia",2
"13677","Withania-type (W. somnifera)",2
"13690","Wyethia-type",2
"13714","Xylosma-type",2
"13733","Zanthoxylum fagara",2
"13756","Zeyheria",2
"13763","Zollernia",2
"13771","Zornia (type 1)",2
"13774","Zostera",2
"3","?Fungi (type 232, KIU)",1
"18","Abronia latifolia",1
"19","Abrus",1
"33","Acacia ehrenbergiana-type",1
"36","Acacia kamerunensis-type",1
"40","Acacia polyacantha",1
"51","Acaena (blocky)",1
"65","Acalypha cf. A. rhomboidea",1
"66","Acalypha ciliata",1
"71","Acalypha-type (4 porate, large)",1
"75","Acanthaceae (triangular)",1
"93","Acer cf. A. campestre",1
"97","Acer cf. A. spicatum",1
"121","Achatocarpus",1
"135","Acidoton-type",1
"136","Aciotis",1
"159","Acroptilon",1
"162","Acrostichum-type",1
"163","Acrotritia ardua (type 106, HdV)",1
"167","Actaea spicata-type",1
"184","Adenia venenata",1
"185","Adenia venenata-type",1
"189","Adenocarpus",1
"198","Adenostyles alliariae",1
"199","Adenostyles-type",1
"203","Adiantum aleuticum",1
"229","Aegle marmelos",1
"230","Aegopodium",1
"243","Aeschynomene afraspera-type",1
"248","Aeschynomene-type elaphroxylon",1
"252","Aetanthus",1
"253","Aethusa",1
"258","aff. Astronium",1
"260","aff. Colubrina",1
"269","aff. Viola",1
"272","Afraegle-type (A. paniculata)",1
"278","Afzelia cf. A. africana",1
"295","Agoseris-type",1
"297","Agrimonia cf. A. eupatoria",1
"308","Aidia racemosa",1
"313","Ailanthus altissima",1
"316","Aizoaceae (small)",1
"329","Alchemilla cf. A. glabra",1
"341","Alchornea (type B)",1
"348","Alchorneopsis",1
"372","Algae (type 22)",1
"374","Algae (type 317, HdV)",1
"378","Algae (type 710, HdV)",1
"388","Algae? (type 249, TM)",1
"389","Algae? (type 341A, HdV)",1
"392","Algae? (type 356, HdV)",1
"417","Allium cf. A. sibiricum",1
"474","Alona",1
"491","Alseis sp.",1
"494","Alsophila elegans",1
"496","Alsophila undiff.",1
"512","Alternaria-type",1
"516","Alysicarpus",1
"527","Amaranthaceae (degraded)",1
"535","Amaranthaceae sp.",1
"561","Ammannia-type (A. prieuriana)",1
"569","Amorpha fruticosa",1
"599","Anacardiaceae cf. Schinus",1
"613","Anagallis cf. A. tenella",1
"616","Anagallis tenella/A. minima",1
"619","Anarrhinum bellidifolium",1
"623","Anchusa azurea-type",1
"639","Androsace maxima-type",1
"663","Anemone pulsatilla-type",1
"671","Anemone sylvestris",1
"672","Anemone undiff.",1
"675","Anemopaegma",1
"677","Anemopsis",1
"678","Anemopsis californica",1
"695","Angiospermae (di- or tricolporate, striate, 25-30 µm)",1
"696","Angiospermae (dicolporate, reticulate, with operculum)",1
"698","Angiospermae (periporate, Mauritius type 162, de Boer)",1
"711","Animalia? (type 175, HdV)",1
"714","Aniseia-type",1
"718","Anisotes-type",1
"720","Annona (type A)",1
"721","Annona (type B)",1
"723","Annona senegalensis-type",1
"731","Anogeissus-type",1
"735","Anomospermum",1
"736","Anopterus",1
"741","Anopyxis-type klaineana",1
"810","Anthurium cf. A. pentaphyllum",1
"819","Antiaris",1
"841","Aphanamixis-type",1
"848","Aphanizomenon cf. A. gracile (type 600, HdV)",1
"872","Apiaceae cf. Pleurospermum",1
"873","Apiaceae cf. Sium suave",1
"876","Apiculatisporis sp.",1
"888","Apocynaceae (type 3)",1
"891","Apocynaceae (type C)",1
"892","Apocynaceae aff. Secondatia",1
"897","Apodasmia",1
"905","Apteodinium australiense",1
"913","Aquilegia undiff.",1
"940","Araneidae (type 71B, HdV)",1
"951","Arcella catinus",1
"954","Arcella gibbosa",1
"955","Arcella hemisphaerica",1
"960","Arceuthobium americanum",1
"964","Arceuthobium/Loranthaceae",1
"969","Arctium lappa",1
"976","Arctostaphylos uva-ursi-type",1
"978","Arctous alpina/A. rubra",1
"984","Areca chaiana-type",1
"987","Arecaceae (Mauritius type 132b, de Boer)",1
"991","Arecaceae (trichotomosulcate)",1
"999","Arecaceae (type D)",1
"1009","Arecaceae cf. Phytelephas",1
"1013","Arecaceae-type",1
"1025","Aremonia-type",1
"1034","Arenga",1
"1038","Argomuellera-type (A. macrophylla)",1
"1039","Argyranthemum",1
"1044","Aristolochia paucinervis-type",1
"1051","Armeria alliacea",1
"1056","Armeria maritima subsp. maritima",1
"1082","Artemisia (type C)",1
"1093","Artemisia jacutica",1
"1095","Artemisia macrantha",1
"1099","Artemisia rupestris",1
"1116","Arum/Acorus",1
"1137","Ascomycota (type 16, IBB)",1
"1146","Asimina",1
"1148","Asparagaceae cf. Arthropodium",1
"1166","Asphodelus luteus",1
"1185","Asplenium scolopendrium-type",1
"1202","Aster-type cf. Bidens",1
"1226","Asteraceae aff. Mutisia",1
"1227","Asteraceae aff. Ophryosporus",1
"1232","Asteraceae cf. Mutisia",1
"1272","Astragalus cf. A. gombo subsp. gomboeformis",1
"1277","Astragalus frigidus",1
"1282","Astragalus/Lupinus",1
"1283","Astragalus/Ononis-type",1
"1304","Astropanax barteri",1
"1305","Astropanax goetzenii-type",1
"1310","Asystasia gangetica",1
"1314","Atalaya hemiglauca",1
"1330","Atractylis cancellata",1
"1341","Atriplex sagittata",1
"1342","Atriplex sp.",1
"1349","Aubrevillea",1
"1351","Aulacomnium",1
"1352","Aulacomnium palustre",1
"1378","Azima tetracantha",1
"1400","Baculamonocolpites sp.",1
"1402","Baculatisporis sp.",1
"1412","Bakerella/Socratina-type",1
"1418","Balanophora",1
"1421","Balbisia",1
"1425","Balfourodendron",1
"1448","Baphiopsis-type parviflora",1
"1451","Barbeyaceae",1
"1454","Barssidinium pliocenicum",1
"1461","Basilicum polystachyon",1
"1469","Batiacasphaera sp.",1
"1487","Beilschmiedia tawa",1
"1493","Bellidiastrum-type",1
"1499","Berberis repens",1
"1503","Berchemia scandens",1
"1505","Bergia",1
"1534","Betula (tetraporate)",1
"1553","Betula nana subsp. nana",1
"1562","Betula pubescens var. pumila-type",1
"1588","Bidens sensu lato",1
"1595","Bignonia cf. B. neoheterophylla",1
"1600","Bignoniaceae/Verbenaceae",1
"1602","Billardiera scandens",1
"1604","Billia-type",1
"1626","Bixa",1
"1628","Blackstonia perfoliata",1
"1657","Bobea",1
"1665","Boerhavia-type erecta",1
"1666","Bolax",1
"1669","Bomarea-type",1
"1670","Bombacacidites aff. B. soleaformis",1
"1671","Bombacacidites annae",1
"1673","Bombacacidites brevis",1
"1676","Bombacacidites psilatus",1
"1677","Bombacacidites sp.",1
"1680","Bombacopsis",1
"1692","Bonamia",1
"1698","Boraginaceae cf. Cynoglossum",1
"1716","Boscia angustifolia",1
"1717","Boscia senegalensis",1
"1721","Boscia/Cadaba",1
"1722","Bosedinia infragranulata",1
"1736","Botrychium cf. B. dissectum",1
"1752","Botryococcus cf. B. terribilis",1
"1758","Botryospermum",1
"1761","Brachionus",1
"1764","Brachychiton",1
"1800","Brickellia",1
"1809","Bridelia-type (B. scleroneura)",1
"1810","Bridelia-type scleroneura",1
"1813","Brillantaisia",1
"1817","Bromeliaceae (type 2)",1
"1828","Broussonetia papyrifera-type",1
"1851","Bryonia-type",1
"1853","Bryophyta (alete, ornamented)",1
"1854","Bryophyta (alete, psilate, >16 µm))",1
"1855","Bryophyta (alete, psilate, 16 µm)",1
"1880","Bulbinopsis-type",1
"1882","Bulbochaete/Oedogonium (type 166A, HdV)",1
"1890","Bunium",1
"1896","Bupleurum ranunculoides",1
"1910","Bursera sp.",1
"1944","Cactaceae aff. Echinopsis",1
"1960","Caesalpinioideae (microreticulate)",1
"1967","Calamospora sp.",1
"1993","Callipeltis microstegia-type",1
"2007","Calochlaena dubia",1
"2008","Calomeria",1
"2028","Calycophyllum",1
"2033","Calystegia cf. C. sepium",1
"2041","Camassia-type",1
"2043","Camellia sinensis-type",1
"2047","Campanula cf. C. rotundifolia",1
"2048","Campanula medium",1
"2058","Campanulaceae-type",1
"2075","Canna",1
"2077","Cannabaceae cf. Cannabis sativa",1
"2099","Caperonia",1
"2102","Capillaria",1
"2108","Capparis decidua-type",1
"2109","Capparis erythrocarpos",1
"2123","Capsicum-type",1
"2130","Carapa-type (C. grandiflora)",1
"2132","Carapa-type grandiflora",1
"2137","Cardamine pratensis",1
"2141","Cardiospermum cf. C. halicacabum",1
"2144","Cardiospermum-type",1
"2168","Carpesium-type",1
"2174","Carpinus cf. C. betulus",1
"2196","Carya tomentosa",1
"2202","Caryodendron",1
"2210","Caryophyllaceae cf. Minuartia",1
"2215","Caryophyllaceae cf. Stellaria holostea",1
"2220","Caryospora",1
"2221","Caryospora sp. (type 1001, HdV)",1
"2227","Casearia cf. C. arborea",1
"2238","Cassia-type (C. italica)",1
"2257","Castanea/Sedum",1
"2283","Catostemma-type",1
"2284","Catunaregam nilotica",1
"2285","Catunaregam-type",1
"2293","Caylusea",1
"2312","Cedrus-type",1
"2343","Celtis philippensis",1
"2395","Centaurea sphaerocephala",1
"2398","Centaurea thuillieri",1
"2405","Centaurea/Xeranthemum",1
"2410","Centaurium umbellatum-type",1
"2415","Centranthus ruber",1
"2431","Centrostachys aquatica",1
"2432","Cephalanthera longifolia-type",1
"2433","Cephalanthera sp.",1
"2448","Cerastium fontanum",1
"2455","Cerastium undiff.",1
"2466","Ceratocephala",1
"2479","Cercestis",1
"2501","Cerinthe minor",1
"2506","Ceroxylon",1
"2508","Cespedesia",1
"2512","cf. Abies",1
"2513","cf. Acalypha",1
"2515","cf. Acantholimon",1
"2520","cf. Aconitum napellus-type",1
"2524","cf. Adenostemma",1
"2526","cf. Adonis",1
"2528","cf. Adoxa moschatellina",1
"2533","cf. Agave",1
"2536","cf. Albizia",1
"2538","cf. Alismataceae",1
"2540","cf. Allium vineale-type",1
"2542","cf. Althenia",1
"2543","cf. Amaranthaceae",1
"2549","cf. Anacardiaceae (type A)",1
"2550","cf. Anacardiaceae (type B)",1
"2551","cf. Anagallis",1
"2552","cf. Anagallis tenella",1
"2555","cf. Anemone-type",1
"2556","cf. Annonaceae/Rubiaceae",1
"2559","cf. Anthoceros punctatus-type",1
"2560","cf. Anthriscus caucalis",1
"2562","cf. Anthyllis",1
"2565","cf. Apiaceae undiff.",1
"2568","cf. Arabis glabra",1
"2576","cf. Arisaema",1
"2579","cf. Arnoseris",1
"2582","cf. Asimina",1
"2584","cf. Aspidosperma",1
"2585","cf. Aspleniaceae",1
"2587","cf. Asplenium",1
"2590","cf. Astragalus danicus",1
"2591","cf. Astragalus-type",1
"2595","cf. Athyrium alpestre",1
"2596","cf. Atraphaxis",1
"2597","cf. Atriplex",1
"2599","cf. Avena sativa",1
"2600","cf. Azorella",1
"2606","cf. Bartsia",1
"2607","cf. Bauhinia",1
"2610","cf. Berberis",1
"2613","cf. Bignonia",1
"2615","cf. Bistorta officinalis",1
"2616","cf. Bistorta officinalis-type",1
"2619","cf. Bocconia",1
"2621","cf. Bongardia",1
"2628","cf. Brassica",1
"2630","cf. Brodiaea",1
"2634","cf. Bunias",1
"2635","cf. Bunium rectangulum",1
"2636","cf. Bupleurum",1
"2641","cf. Cadaba/Maerua",1
"2646","cf. Caltha palustris-type",1
"2648","cf. Campanula",1
"2657","cf. Carapa",1
"2667","cf. Caryophyllaceae",1
"2668","cf. Casearia",1
"2669","cf. Cassia",1
"2672","cf. Castilleja",1
"2673","cf. Casuarina",1
"2674","cf. Casuarina equisetifolia",1
"2676","cf. Caucalis",1
"2677","cf. Cayratia",1
"2679","cf. Ceanothus velutinus",1
"2694","cf. Ceratocapnos claviculata",1
"2698","cf. Cercis",1
"2701","cf. Chaerophyllum hirsutum",1
"2703","cf. Chamaerops",1
"2704","cf. Chamaesyce",1
"2705","cf. Cheilanthes/Anogramma",1
"2706","cf. Chelidonium-type",1
"2707","cf. Chionodoxa",1
"2708","cf. Chrysanthemum",1
"2710","cf. Cicendia filiformis",1
"2714","cf. Cistus",1
"2717","cf. Cladium-type",1
"2721","cf. Clethra",1
"2727","cf. Conochilus hippocrepis",1
"2733","cf. Cornus mas",1
"2734","cf. Cornus mas-type",1
"2739","cf. Couratari",1
"2742","cf. Cryptogramma acrostichoides",1
"2745","cf. Cuscuta europaea",1
"2749","cf. Cynoglossum",1
"2758","cf. Decodon verticillatus",1
"2765","cf. Digera",1
"2767","cf. Digitalis purpurea-type",1
"2768","cf. Dioclea",1
"2773","cf. Dorycnium",1
"2777","cf. Dryopteris",1
"2781","cf. Elaeoluma",1
"2789","cf. Ephedra fragilis",1
"2799","cf. Eucommia",1
"2804","cf. Euterpe",1
"2810","cf. Faboideae",1
"2813","cf. Falcaria",1
"2822","cf. Frangula/Bruckenthalia",1
"2825","cf. Fuchsia",1
"2826","cf. Fumana-type",1
"2827","cf. Gagea-type",1
"2829","cf. Galium",1
"2830","cf. Galium-type",1
"2831","cf. Gelasinospora",1
"2842","cf. Gilia",1
"2847","cf. Gossypium",1
"2848","cf. Gratiola",1
"2849","cf. Gratiola officinalis",1
"2850","cf. Guazuma",1
"2853","cf. Haplophyllum",1
"2865","cf. Heteranthera",1
"2867","cf. Hieracium",1
"2877","cf. Hottonia palustris",1
"2878","cf. Hottonia-type",1
"2886","cf. Hymenophyllaceae",1
"2890","cf. Hypericum-type",1
"2891","cf. Hyptis",1
"2894","cf. Ilex-type",1
"2898","cf. Jasione",1
"2900","cf. Juncaginaceae",1
"2903","cf. Juniperus-type",1
"2904","cf. Knautia",1
"2905","cf. Koenigia",1
"2906","cf. Koenigia islandica",1
"2907","cf. Krascheninnikovia",1
"2908","cf. Lachemilla",1
"2909","cf. Laguncularia",1
"2914","cf. Lathyrus",1
"2916","cf. Leonardoxa",1
"2918","cf. Levisticum",1
"2919","cf. Lewisia",1
"2924","cf. Limodorum",1
"2926","cf. Limosella aquatica",1
"2928","cf. Linaria canadensis",1
"2929","cf. Linnaea borealis",1
"2931","cf. Liquidambar styraciflua",1
"2932","cf. Lithospermum",1
"2935","cf. Lobelia siphilitica",1
"2937","cf. Loranthaceae",1
"2948","cf. Lythrum",1
"2951","cf. Maianthemum",1
"2953","cf. Malus",1
"2963","cf. Melochia",1
"2972","cf. Meum",1
"2975","cf. Microtea",1
"2977","cf. Mirabilis",1
"2978","cf. Mitella nuda",1
"2982","cf. Muscari",1
"2983","cf. Muscari-type",1
"2985","cf. Myosotis-type",1
"2990","cf. Myricaria",1
"2991","cf. Myricaria germanica",1
